,ID,Type,Symbolic Problem,Symbolic Equation,Variables,Numbers,Prompt
81,chal-82,Common-Division,Brenda's mother made <1> cookies for <2> guests. If each of them had the same number of cookies How many did each of them have?,( <1> / <2> ),"['<1>', '<2>']","['14', '2']",Brenda's mother made 14 cookies for 2 guests. If each of them had the same number of cookies how many did each of them have?
82,chal-83,Subtraction,Tiffany was collecting cans for recycling. On monday she had <1> bags of cans. The next day she found some more bags worth of cans. If she had a total of <2> bags altogether How many bags did she find on the next day?,( <2> - <1> ),"['<1>', '<2>']","['4', '6']",Tiffany was collecting cans for recycling. On monday she had 4 bags of cans. The next day she found some more bags worth of cans. If she had a total of 6 bags altogether how many bags did she find on the next day?
83,chal-84,Subtraction,In a school there are <1> girls and <2> boys. <3> more girls joined the school. How many more girls than boys does the school have?,( ( <1> + <3> ) - <2> ),"['<1>', '<2>', '<3>']","['632', '410', '465']",In a school there are 632 girls and 410 boys. 465 more girls joined the school. How many more girls than boys does the school have?
84,chal-85,Multiplication,Emily is making bead necklaces for her friends where each necklace takes <1> beads. She made <2> necklaces. How many beads did Emily have?,( <2> * <1> ),"['<1>', '<2>']","['5', '4']",Emily is making bead necklaces for her friends where each necklace takes 5 beads. She made 4 necklaces. How many beads did Emily have?
85,chal-86,Subtraction,Randy has <1> blocks. He uses <2> blocks to build a house and <3> blocks to build a tower. How many more blocks did he use to build the tower than he did to build the house?,( <3> - <2> ),"['<1>', '<2>', '<3>']","['95', '20', '50']",Randy has 95 blocks. He uses 20 blocks to build a house and 50 blocks to build a tower. How many more blocks did he use to build the tower than he did to build the house?
86,chal-87,Subtraction,<1> birds and <2> storks were sitting on the fence. <3> more birds came to join them. How many more storks than birds are sitting on the fence?,( <2> - ( <1> + <3> ) ),"['<1>', '<2>', '<3>']","['2', '6', '3']",2 birds and 6 storks were sitting on the fence. 3 more birds came to join them. How many more storks than birds are sitting on the fence?
87,chal-88,Common-Division,The Razorback t-shirt shop made $ <1> dollars from selling <2> t-shirt during the Arkansas and Texas tech game they. What is the cost of each t-shirt?,( <1> / <2> ),"['<1>', '<2>']","['51', '3']",The Razorback t-shirt shop made $ 51 dollars from selling 3 t-shirt during the Arkansas and Texas tech game they. What is the cost of each t-shirt?
88,chal-89,Subtraction,Paco had <1> cookies. He ate <2> cookies and gave <3> of them to his friend. How many more cookies did he give to his friend than those he ate?,( <3> - <2> ),"['<1>', '<2>', '<3>']","['12', '16', '21']",Paco had 12 cookies. He ate 16 cookies and gave 21 of them to his friend. How many more cookies did he give to his friend than those he ate?
89,chal-90,Subtraction,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that <1> visitors came to the Buckingham palace that day. If there were <2> visitors the previous day How many more visitors visited the Buckingham palace on that day than on the previous day?",( <1> - <2> ),"['<1>', '<2>']","['317', '295']","After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 317 visitors came to the Buckingham palace that day. If there were 295 visitors the previous day how many more visitors visited the Buckingham palace on that day than on the previous day?"
90,chal-91,Subtraction,Josh had <1> marbles in his collection. He found <2> marbles while he lost <3> marbles. How many more marbles did he find than those he lost?,( <2> - <3> ),"['<1>', '<2>', '<3>']","['3', '6', '5']",Josh had 3 marbles in his collection. He found 6 marbles while he lost 5 marbles. How many more marbles did he find than those he lost?
91,chal-92,Subtraction,Because of the decision Sofia asked the students to suggest specific types of food. If <1> students suggested adding mashed potatoes while <2> suggested adding bacon to the menu How many more students suggested mashed potatoes than those that suggested bacon?,( <1> - <2> ),"['<1>', '<2>']","['408', '42']",Because of the decision Sofia asked the students to suggest specific types of food. If 408 students suggested adding mashed potatoes while 42 suggested adding bacon to the menu how many more students suggested mashed potatoes than those that suggested bacon?
92,chal-93,Subtraction,Paco had <1> cookies. He ate <2> cookies and gave <3> of them to his friend. How many cookies did paco have left?,( ( <1> - <2> ) - <3> ),"['<1>', '<2>', '<3>']","['40', '5', '13']",Paco had 40 cookies. He ate 5 cookies and gave 13 of them to his friend. How many cookies did paco have left?
93,chal-94,Subtraction,Paco had <1> cookies. He ate <2> cookies and gave <3> of them to his friend. How many more cookies did he eat than those he gave to his friend?,( <2> - <3> ),"['<1>', '<2>', '<3>']","['17', '14', '13']",Paco had 17 cookies. He ate 14 cookies and gave 13 of them to his friend. How many more cookies did he eat than those he gave to his friend?
94,chal-95,Subtraction,Julia played tag with <1> kids on monday. She played tag with <2> kids on tuesday. She spent a total of <3> hours to play tag on both days. How many more kids did she play with on monday than on tuesday?,( <1> - <2> ),"['<1>', '<2>', '<3>']","['19', '18', '38']",Julia played tag with 19 kids on monday. She played tag with 18 kids on tuesday. She spent a total of 38 hours to play tag on both days. How many more kids did she play with on monday than on tuesday?
95,chal-96,Subtraction,Dan has $ <1>. He bought a candy bar for $ <2> and a chocolate for $ <3>. How much money did he spend to buy chocolate than he did to buy candy bar?,( <3> - <2> ),"['<1>', '<2>', '<3>']","['5', '2', '3']",Dan has $ 5. He bought a candy bar for $ 2 and a chocolate for $ 3. How much money did he spend to buy chocolate than he did to buy candy bar?
96,chal-97,Subtraction,Ed had <1> more marbles than Doug. Ed lost <2> of his marbles at the playground. How many more marbles did Ed have than Doug then?,( <1> - <2> ),"['<1>', '<2>']","['29', '17']",Ed had 29 more marbles than Doug. Ed lost 17 of his marbles at the playground. How many more marbles did Ed have than Doug then?
97,chal-98,Addition,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped <1> inches. The frog jumped <2> inches farther than the grasshopper and the mouse jumped <3> inches farther than the frog. How much farther did the mouse jump than the grasshopper?",( <2> + <3> ),"['<1>', '<2>', '<3>']","['19', '10', '20']","The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 19 inches. The frog jumped 10 inches farther than the grasshopper and the mouse jumped 20 inches farther than the frog. How much farther did the mouse jump than the grasshopper?"
98,chal-99,Common-Division,Frank was reading through his favorite book. It took him <1> days to finish the book. If the book had <2> pages How many pages did he read per day?,( <2> / <1> ),"['<1>', '<2>']","['16', '112']",Frank was reading through his favorite book. It took him 16 days to finish the book. If the book had 112 pages how many pages did he read per day?
99,chal-100,Subtraction,There are <1> different books in the ' crazy silly school ' series. If you are yet to read <2> of the books How many books have you already read?,( <1> - <2> ),"['<1>', '<2>']","['20', '5']",There are 20 different books in the ' crazy silly school ' series. If you are yet to read 5 of the books how many books have you already read?
100,chal-101,Addition,Allan brought <1> balloons and Jake brought <2> balloons to the park. Allan then bought 2 more balloons at the park. How many balloons did Allan and Jake have in the park?,( ( <1> + <2> ) + <3> ),"['<1>', '<2>', '<3>']","['3', '5', '2']",Allan brought 3 balloons and Jake brought 5 balloons to the park. Allan then bought 2 more balloons at the park. How many balloons did Allan and Jake have in the park?
101,chal-102,Subtraction,Josh lost <1> marbles. If he had <2> marbles in his collection earlier How many marbles does he have now?,( <2> - <1> ),"['<1>', '<2>']","['11', '19']",Josh lost 11 marbles. If he had 19 marbles in his collection earlier how many marbles does he have now?
102,chal-103,Subtraction,Allan brought <1> balloons and Jake brought <2> balloons to the park. Jake then bought <3> more balloons at the park. How many more balloons did Jake have than Allan in the park?,( ( <2> + <3> ) - <1> ),"['<1>', '<2>', '<3>']","['6', '3', '4']",Allan brought 6 balloons and Jake brought 3 balloons to the park. Jake then bought 4 more balloons at the park. How many more balloons did Jake have than Allan in the park?
103,chal-104,Multiplication,Faye was placing her pencils into <1> rows with <2> pencils in each row. How many pencils does she have?,( <1> * <2> ),"['<1>', '<2>']","['14', '11']",Faye was placing her pencils into 14 rows with 11 pencils in each row. How many pencils does she have?
104,chal-105,Subtraction,A grocery store had <1> bottles of regular soda and <2> bottles of diet soda. How many more bottles of diet soda than regular soda did they have?,( <2> - <1> ),"['<1>', '<2>']","['22', '61']",A grocery store had 22 bottles of regular soda and 61 bottles of diet soda. How many more bottles of diet soda than regular soda did they have?
105,chal-106,Multiplication,There are <1> baskets of peaches. Each basket has <2> red peaches and <3> green peaches. How many red peaches are in the baskets altogether?,( <2> * <1> ),"['<1>', '<2>', '<3>']","['6', '16', '18']",There are 6 baskets of peaches. Each basket has 16 red peaches and 18 green peaches. How many red peaches are in the baskets altogether?
106,chal-107,Subtraction,During summer break <1> kids from Lawrence county go to camp and the rest stay home. Lawrence county has <2> kids in all. About how many kids stayed home?,( <2> - <1> ),"['<1>', '<2>']","['800059', '828521']",During summer break 800059 kids from Lawrence county go to camp and the rest stay home. Lawrence county has 828521 kids in all. About how many kids stayed home?
